city,growth,latitude,longitude,population,state
Aliso Viejo,25.4,33.5676842,-117.7256083,50175,California
Irvine,61.3,33.6839473,-117.7946942,236716,California
Bismarck,20.1,46.8083268,-100.7837392,67034,North Dakota
Renton,88.4,47.48287759999999,-122.2170661,97003,Washington
Lowell,3.4,42.6334247,-71.31617179999999,108861,Massachusetts
Baltimore,-4,39.2903848,-76.6121893,622104,Maryland
Eagan,2.6,44.8041322,-93.1668858,65453,Minnesota
Jeffersonville,53.3,38.2775702,-85.7371847,45929,Indiana
Fall River,-3.7,41.7014912,-71.1550451,88697,Massachusetts
San Leandro,10.3,37.7249296,-122.1560768,87965,California
Corpus Christi,14.1,27.8005828,-97.39638099999999,316381,Texas
Memphis,-5.3,35.1495343,-90.0489801,653450,Tennessee
Las Cruces,37.6,32.3199396,-106.7636538,101324,New Mexico
East Lansing,4.2,42.7369792,-84.48386540000001,48554,Michigan
Marysville,115.7,48.0517637,-122.1770818,63269,Washington
Beloit,2.9,42.5083482,-89.03177649999999,36888,Wisconsin
Fishers,114.8,39.9567548,-86.01335,83891,Indiana
Palo Alto,13.7,37.4418834,-122.1430195,66642,California
Lynwood,2,33.930293,-118.2114603,71371,California
Ceres,34,37.5949316,-120.9577098,46714,California
Temple,27.1,31.0982344,-97.342782,70190,Texas
Lincoln,18,40.8257625,-96.6851982,268738,Nebraska
New York,4.8,40.7127837,-74.0059413,8405837,New York
Palmdale,33.7,34.5794343,-118.1164613,157161,California
La Habra,3.6,33.9319578,-117.9461734,61653,California
Streamwood,10.1,42.0255827,-88.17840849999999,40351,Illinois
Palatine,4.5,42.1103041,-88.03424000000001,69350,Illinois
Castle Rock,153.5,39.3722121,-104.8560902,53063,Colorado
Harrisburg,0.6,40.2731911,-76.8867008,49188,Pennsylvania
Lynn,2.6,42.46676300000001,-70.9494938,91589,Massachusetts
West Valley City,22.2,40.6916132,-112.0010501,133579,Utah
Lake Forest,4.2,33.6469661,-117.689218,79312,California
Plano,22.4,33.0198431,-96.6988856,274409,Texas
Overland Park,19.4,38.9822282,-94.6707917,181260,Kansas
Newport Beach,10.4,33.6189101,-117.9289469,87273,California
Laredo,38.2,27.5305671,-99.48032409999999,248142,Texas
Peachtree Corners,0,33.9698929,-84.2214551,40059,Georgia
Grand Island,16,40.9263957,-98.3420118,50550,Nebraska
Coon Rapids,0.6,45.1732394,-93.30300629999999,62103,Minnesota
Broomfield,50.3,39.9205411,-105.0866504,59471,Colorado
Port St. Lucie,91.7,27.2730492,-80.3582261,171016,Florida
Rockford,-1,42.2711311,-89.0939952,150251,Illinois
Moore,41.5,35.3395079,-97.48670279999999,58414,Oklahoma
Rogers,50.6,36.3320196,-94.1185366,60112,Arkansas
Springfield,-9.8,39.9242266,-83.8088171,59357,Ohio
Pasco,98.5,46.2395793,-119.1005657,67599,Washington
Barnstable Town,-7.1,41.7003208,-70.3002024,44641,Massachusetts
Portsmouth,-4.2,36.8354258,-76.2982742,96205,Virginia
Allen,104,33.1031744,-96.67055030000002,92020,Texas
Tampa,16,27.950575,-82.4571776,352957,Florida
Muncie,-0.7,40.1933767,-85.3863599,70316,Indiana
Albany,4.1,42.6525793,-73.7562317,98424,New York
Delano,31.8,35.7688425,-119.2470536,52403,California
Des Plaines,3.2,42.0333623,-87.88339909999999,58918,Illinois
Pine Bluff,-16.2,34.2284312,-92.00319549999999,46094,Arkansas
Lake Elsinore,96.5,33.6680772,-117.3272615,57525,California
Camden,-3.6,39.9259463,-75.1196199,76903,New Jersey
Fullerton,9.8,33.8703596,-117.9242966,138981,California
Escondido,10.7,33.1192068,-117.086421,148738,California
Burbank,4.2,34.1808392,-118.3089661,104709,California
St. Louis Park,7.3,44.9597376,-93.3702186,47411,Minnesota
Rochester,23.9,44.0121221,-92.4801989,110742,Minnesota
Keller,53.3,32.9341893,-97.229298,42907,Texas
Akron,-8.6,41.0814447,-81.51900529999999,198100,Ohio
Tyler,18.6,32.3512601,-95.30106239999999,100223,Texas
North Charleston,27.4,32.8546197,-79.9748103,104054,South Carolina
Elmhurst,5.7,41.8994744,-87.9403418,45556,Illinois
Palm Springs,7.7,33.8302961,-116.5452921,46281,California
Euclid,-8.4,41.5931049,-81.5267873,48139,Ohio
Conway,46.1,35.0886963,-92.4421011,63816,Arkansas
Dover,16,39.158168,-75.5243682,37366,Delaware
Pembroke Pines,17.4,26.007765,-80.2962555,162329,Florida
Pocatello,5.4,42.8713032,-112.4455344,54350,Idaho
Covington,-4.7,39.0836712,-84.5085536,40956,Kentucky
Prescott Valley,62.9,34.6100243,-112.315721,39791,Arizona
Moline,-1.9,41.5067003,-90.51513419999999,43116,Illinois
El Monte,-0.4,34.0686206,-118.0275667,115708,California
Yuma,16.2,32.6926512,-114.6276916,91923,Arizona
Meridian,127.6,43.6121087,-116.3915131,83596,Idaho
Placentia,11.8,33.8722371,-117.8703363,52206,California
Novato,13.3,38.1074198,-122.5697032,54194,California
Rochester Hills,5.7,42.65836609999999,-83.1499322,72952,Michigan
Abilene,3.6,32.4487364,-99.73314390000002,120099,Texas
Buffalo,-11.3,42.88644679999999,-78.8783689,258959,New York
Killeen,52.1,31.1171194,-97.72779589999999,137147,Texas
Boca Raton,7.5,26.3683064,-80.1289321,89407,Florida
Avondale,111.5,33.4355977,-112.3496021,78822,Arizona
Kearny,2.8,40.7684342,-74.1454214,41664,New Jersey
Pico Rivera,0.4,33.9830688,-118.096735,63771,California
Titusville,7.8,28.6122187,-80.8075537,44206,Florida
Spokane Valley,12.6,47.6732281,-117.2393748,91113,Washington
Rio Rancho,74.4,35.2327544,-106.6630437,91956,New Mexico
Colton,10.8,34.0739016,-117.3136547,53243,California
Amarillo,12.8,35.2219971,-101.8312969,196429,Texas
Port Orange,22.8,29.1383165,-80.9956105,57203,Florida
Warren,-15.2,41.2375569,-80.81841659999999,40768,Ohio
Knoxville,3.9,35.9606384,-83.9207392,183270,Tennessee
Riverton,61.6,40.521893,-111.9391023,40921,Utah
Broken Arrow,28.2,36.060949,-95.7974526,103500,Oklahoma
Leominster,-1.1,42.5250906,-71.759794,41002,Massachusetts
Romeoville,79.5,41.6475306,-88.0895061,39650,Illinois
Pleasanton,15.2,37.6624312,-121.8746789,74110,California
Salt Lake City,5.1,40.7607793,-111.8910474,191180,Utah
New Berlin,3.6,42.9764027,-88.1084224,39834,Wisconsin
Florence,19.8,34.1954331,-79.7625625,37792,South Carolina
Panama City,0.1,30.1588129,-85.6602058,36877,Florida
Boulder,9,40.0149856,-105.2705456,103166,Colorado
Kannapolis,18.6,35.4873613,-80.6217341,44359,North Carolina
Flower Mound,32.5,33.0145673,-97.0969552,68609,Texas
Bartlett,13.1,41.9950276,-88.1856301,41679,Illinois
Lancaster,10.7,39.7136754,-82.5993294,39325,Ohio
Pomona,2.1,34.055103,-117.7499909,151348,California
Paterson,-2.2,40.9167654,-74.17181099999999,145948,New Jersey
Camarillo,14.9,34.2163937,-119.0376023,66086,California
Bowling Green,24.1,36.9685219,-86.4808043,61488,Kentucky
Lincoln Park,-6.7,42.2505943,-83.1785361,37313,Michigan
Santa Cruz,12.5,36.9741171,-122.0307963,62864,California
Bryan,19.3,30.6743643,-96.3699632,78709,Texas
Moreno Valley,40.4,33.9424658,-117.2296717,201175,California
St. Louis,-8.2,38.6270025,-90.19940419999999,318416,Missouri
Ann Arbor,2,42.2808256,-83.7430378,117025,Michigan
Irving,19.1,32.8140177,-96.9488945,228653,Texas
Fort Lauderdale,0.7,26.1224386,-80.13731740000001,172389,Florida
Santa Fe,10.5,35.6869752,-105.937799,69976,New Mexico
Charlottesville,10.5,38.0293059,-78.47667810000002,44349,Virginia
Newton,4.9,42.3370413,-71.20922139999999,87971,Massachusetts
Lynchburg,19.5,37.4137536,-79.14224639999999,78014,Virginia
Goodyear,271,33.4353394,-112.3576567,72864,Arizona
Sanford,42.8,28.8028612,-81.269453,56002,Florida
Sunnyvale,11.9,37.36883,-122.0363496,147559,California
Belleville,1.2,38.5200504,-89.9839935,42895,Illinois
Greeley,23.1,40.4233142,-104.7091322,96539,Colorado
DeSoto,36,32.5896998,-96.8570738,51483,Texas
McAllen,27.6,26.2034071,-98.23001239999999,136639,Texas
Whittier,3.3,33.9791793,-118.032844,86635,California
Sparks,39.4,39.5349112,-119.7526886,93282,Nevada
Petaluma,8.4,38.232417,-122.6366524,59440,California
Vacaville,5.4,38.3565773,-121.9877444,94275,California
Davie,17.7,26.0764783,-80.25211569999999,96830,Florida
Lee's Summit,31.2,38.9108408,-94.3821724,93184,Missouri
Rialto,9.8,34.1064001,-117.3703235,101910,California
Harrisonburg,27.1,38.4495688,-78.8689155,51395,Virginia
Redmond,26,47.6739881,-122.121512,57530,Washington
Thornton,52.9,39.8680412,-104.9719243,127359,Colorado
Carol Stream,-0.2,41.91252859999999,-88.13479269999999,40379,Illinois
Dayton,-13.5,39.7589478,-84.1916069,143355,Ohio
Nashua,0.4,42.7653662,-71.46756599999999,87137,New Hampshire
Cutler Bay,42.9,25.5808323,-80.34685929999999,43328,Florida
Bozeman,41.9,45.6769979,-111.0429339,39860,Montana
Fairfield,1.2,39.3454673,-84.5603187,42635,Ohio
Tamarac,12.9,26.2128609,-80.2497707,63155,Florida
Vineland,9.3,39.4863773,-75.02596369999999,61050,New Jersey
Waukesha,8,43.0116784,-88.2314813,71016,Wisconsin
Concord,47.4,35.4087517,-80.579511,83506,North Carolina
Urbana,10.3,40.1105875,-88.2072697,41752,Illinois
Salem,16.4,44.9428975,-123.0350963,160614,Oregon
Addison,2.6,41.931696,-87.9889556,37385,Illinois
Daytona Beach,-2.3,29.2108147,-81.0228331,62316,Florida
Gastonia,8.2,35.262082,-81.18730049999999,73209,North Carolina
Baldwin Park,0.8,34.0852868,-117.9608978,76635,California
Danbury,11.4,41.394817,-73.4540111,83684,Connecticut
Westfield,3,42.1250929,-72.749538,41301,Massachusetts
Mountain View,10.1,37.3860517,-122.0838511,77846,California
Miami,14.9,25.7616798,-80.1917902,417650,Florida
Victorville,87.6,34.5362184,-117.2927641,121096,California
Taylor,-6.3,42.240872,-83.2696509,61817,Michigan
Livonia,-5.4,42.36837,-83.35270969999999,95208,Michigan
Sandy,1.3,40.5649781,-111.8389726,90231,Utah
Grove City,35.6,39.88145189999999,-83.0929644,37490,Ohio
Rocklin,60.3,38.7907339,-121.2357828,59738,California
Chesapeake,15.1,36.7682088,-76.2874927,230571,Virginia
Winter Garden,142.5,28.5652787,-81.58618469999999,37711,Florida
Caldwell,77.1,43.66293839999999,-116.6873596,48957,Idaho
Northglenn,15.5,39.8961821,-104.9811468,37499,Colorado
Huntington,-5,38.4192496,-82.44515400000002,49177,West Virginia
Orlando,31.2,28.5383355,-81.3792365,255483,Florida
Modesto,7.7,37.63909719999999,-120.9968782,204933,California
Allentown,11.2,40.6084305,-75.4901833,118577,Pennsylvania
Minot,26.6,48.2329668,-101.2922906,46321,North Dakota
Quincy,0.5,39.9356016,-91.4098726,40915,Illinois
Colorado Springs,21.4,38.8338816,-104.8213634,439886,Colorado
Tempe,5.8,33.4255104,-111.9400054,168228,Arizona
Watsonville,12.7,36.910231,-121.7568946,52477,California
La Mesa,6.9,32.7678287,-117.0230839,58642,California
Stamford,7.6,41.0534302,-73.5387341,126456,Connecticut
Jacksonville,14.3,30.3321838,-81.65565099999999,842583,Florida
Eden Prairie,13.3,44.8546856,-93.47078599999999,62603,Minnesota
Midwest City,4.5,35.4495065,-97.3967019,56756,Oklahoma
Beavercreek,19,39.7092262,-84.06326849999999,45712,Ohio
Grand Prairie,43.1,32.7459645,-96.99778459999999,183372,Texas
Jurupa Valley,0,33.9971974,-117.4854802,98030,California
Hawthorne,2.3,33.9164032,-118.3525748,86199,California
Lehi,176.3,40.3916172,-111.8507662,54382,Utah
Brea,15.2,33.9166805,-117.9000604,40963,California
Cranston,1.4,41.7798226,-71.4372796,80566,Rhode Island
Glendale,5.7,33.5386523,-112.1859866,234632,Arizona
Turlock,23.5,37.4946568,-120.8465941,70365,California
Kansas City,5.5,39.0997265,-94.5785667,467007,Missouri
Clearwater,0.1,27.9658533,-82.8001026,109703,Florida
Albany,-0.6,31.5785074,-84.15574099999999,76185,Georgia
Sarasota,1.4,27.3364347,-82.53065269999999,53326,Florida
Baytown,13.1,29.7355047,-94.97742740000001,75418,Texas
Tacoma,4.9,47.2528768,-122.4442906,203446,Washington
Bend,54.3,44.0581728,-121.3153096,81236,Oregon
Tinley Park,16.3,41.5731442,-87.7932939,57282,Illinois
Indianapolis,7.8,39.768403,-86.158068,843393,Indiana
Alpharetta,33.6,34.0753762,-84.2940899,62298,Georgia
Roseville,56.2,38.7521235,-121.2880059,127035,California
North Port,154.6,27.044224,-82.2359254,59212,Florida
San Jose,10.5,37.3382082,-121.8863286,998537,California
La Quinta,59.9,33.6633573,-116.3100095,39331,California
Yonkers,1.8,40.9312099,-73.89874689999999,199766,New York
San Antonio,21,29.4241219,-98.49362819999999,1409019,Texas
Murray,6.6,40.6668916,-111.8879909,48612,Utah
Valley Stream,3.6,40.6642699,-73.70846449999999,37659,New York
Denton,47.1,33.2148412,-97.13306829999999,123099,Texas
San Bruno,5.6,37.6304904,-122.4110835,42443,California
Hilton Head Island,16,32.216316,-80.752608,39412,South Carolina
San Diego,10.5,32.715738,-117.1610838,1355896,California
Royal Oak,-1.7,42.4894801,-83.1446485,58946,Michigan
West Des Moines,29.8,41.5772115,-93.711332,61255,Iowa
North Miami,2,25.8900949,-80.1867138,61007,Florida
Costa Mesa,2.4,33.6411316,-117.9186689,112174,California
Jackson,-6.8,32.2987573,-90.1848103,172638,Mississippi
Euless,15.1,32.8370727,-97.08195409999999,53224,Texas
Edmonds,2.9,47.8106521,-122.3773552,40727,Washington
Spartanburg,-6.2,34.9495672,-81.9320482,37647,South Carolina
Columbus,16.4,39.2014404,-85.9213796,45775,Indiana
Coral Springs,5.7,26.271192,-80.2706044,126604,Florida
Hanover Park,0.6,41.9994722,-88.1450735,38510,Illinois
Wheaton,-3.4,41.8661403,-88.1070127,53648,Illinois
Midland,30.4,31.9973456,-102.0779146,123933,Texas
Bellevue,19.1,47.610377,-122.2006786,133992,Washington
Chattanooga,10.5,35.0456297,-85.3096801,173366,Tennessee
Layton,20.2,41.0602216,-111.9710529,70790,Utah
San Gabriel,0.9,34.09611110000001,-118.1058333,40275,California
Mount Pleasant,53.2,32.8323225,-79.82842579999999,74885,South Carolina
Peabody,7.5,42.5278731,-70.9286609,52044,Massachusetts
Kingsport,16.7,36.548434,-82.5618186,52962,Tennessee
Warner Robins,45.7,32.6130007,-83.624201,72531,Georgia
Jackson,12.9,35.6145169,-88.81394689999999,67685,Tennessee
Anderson,-6.6,40.1053196,-85.6802541,55670,Indiana
Santa Monica,9.6,34.0194543,-118.4911912,92472,California
Dallas,5.6,32.7766642,-96.79698789999999,1257676,Texas
Ocoee,57.9,28.5691677,-81.5439619,39172,Florida
Lubbock,19.6,33.5778631,-101.8551665,239538,Texas
Montclair,12.1,34.0775104,-117.6897776,38027,California
Draper,77.4,40.5246711,-111.8638226,45285,Utah
Buena Park,6.1,33.8675143,-117.9981181,82882,California
Morgan Hill,19.5,37.1305012,-121.6543901,40836,California
Cincinnati,-10.1,39.1031182,-84.5120196,297517,Ohio
Oak Park,-0.8,41.8850317,-87.7845025,52066,Illinois
Greenwood,46,39.6136578,-86.10665259999999,53665,Indiana
Buffalo Grove,-3.4,42.1662831,-87.9631308,41778,Illinois
Folsom,38.6,38.6779591,-121.1760583,73098,California
Grapevine,17.6,32.9342919,-97.0780654,50195,Texas
Meriden,3.7,41.5381535,-72.80704349999999,60456,Connecticut
Troy,2.2,42.6064095,-83.1497751,82821,Michigan
Palm Bay,31.7,28.0344621,-80.5886646,104898,Florida
Shoreline,2.9,47.7556531,-122.3415178,54790,Washington
Phenix City,31.9,32.4709761,-85.0007653,37498,Alabama
Beverly,2,42.5584283,-70.880049,40664,Massachusetts
Glenview,5.2,42.0697509,-87.7878408,45417,Illinois
Oshkosh,5.3,44.0247062,-88.5426136,66778,Wisconsin
Lacey,41.7,47.03426289999999,-122.8231915,44919,Washington
Lawrence,20.5,39.8386516,-86.0252612,47135,Indiana
Largo,5.1,27.9094665,-82.7873244,78409,Florida
Laguna Niguel,2.8,33.5225261,-117.7075526,64652,California
Jonesboro,28.3,35.84229670000001,-90.704279,71551,Arkansas
Maple Grove,27.3,45.0724642,-93.4557877,65415,Minnesota
Concord,4.1,43.2081366,-71.5375718,42419,New Hampshire
Wilmington,24.8,34.2257255,-77.9447102,112067,North Carolina
Cypress,5.3,33.8169599,-118.0372852,49087,California
Lawrence,7.5,42.7070354,-71.1631137,77657,Massachusetts
Norwalk,1.9,33.9022367,-118.081733,106589,California
Long Beach,1.5,33.7700504,-118.1937395,469428,California
Sioux Falls,31.1,43.5445959,-96.73110340000001,164676,South Dakota
Mobile,-1.9,30.6953657,-88.0398912,194899,Alabama
Baton Rouge,0.4,30.4582829,-91.1403196,229426,Louisiana
Bakersfield,48.4,35.3732921,-119.0187125,363630,California
Clovis,42.6,36.8252277,-119.7029194,99769,California
Florissant,-2.8,38.789217,-90.322614,52363,Missouri
Oxnard,18.2,34.1975048,-119.1770516,203007,California
Westland,-4.7,42.32420399999999,-83.400211,82578,Michigan
Westerville,5.7,40.1261743,-82.92906959999999,37530,Ohio
Tigard,17.8,45.4312294,-122.7714861,50444,Oregon
Marana,166.2,32.436381,-111.2224422,38290,Arizona
Lakeville,34.3,44.6496868,-93.24271999999999,58562,Minnesota
Charleston,-4.7,38.3498195,-81.6326234,50821,West Virginia
Sugar Land,29.1,29.6196787,-95.6349463,83860,Texas
Trenton,-1.2,40.2170534,-74.7429384,84349,New Jersey
Sandy Springs,17.4,33.9304352,-84.3733147,99770,Georgia
Kirkland,87.5,47.6814875,-122.2087353,84430,Washington
Provo,10,40.2338438,-111.6585337,116288,Utah
Henderson,51,36.0395247,-114.9817213,270811,Nevada
Oklahoma City,20.2,35.4675602,-97.5164276,610613,Oklahoma
Perris,98.7,33.7825194,-117.2286478,72326,California
West New York,13.3,40.7878788,-74.0143064,52122,New Jersey
Southaven,72.8,34.9889818,-90.0125913,50997,Mississippi
Victoria,7.5,28.8052674,-97.0035982,65098,Texas
Pittsfield,-3.6,42.4500845,-73.2453824,44057,Massachusetts
Ocala,20.8,29.1871986,-82.14009229999999,57468,Florida
Doral,137.6,25.8195424,-80.3553302,50213,Florida
Pittsburgh,-8.3,40.44062479999999,-79.9958864,305841,Pennsylvania
Haverhill,5,42.7762015,-71.0772796,62088,Massachusetts
Orem,8.5,40.2968979,-111.6946475,91648,Utah
Santa Ana,-1.2,33.7455731,-117.8678338,334227,California
Erie,-2.8,42.12922409999999,-80.085059,100671,Pennsylvania
Kettering,-3.1,39.68950359999999,-84.1688274,55870,Ohio
Minnetonka,0.4,44.9211836,-93.4687489,51368,Minnesota
North Miami Beach,3.6,25.9331488,-80.1625463,43250,Florida
East Orange,-7.4,40.767323,-74.2048677,64544,New Jersey
Champaign,18.3,40.1164204,-88.2433829,83424,Illinois
Dublin,37.6,40.0992294,-83.1140771,43607,Ohio
Edinburg,65.1,26.3017374,-98.1633432,80836,Texas
Waukegan,0.5,42.3636331,-87.84479379999999,88826,Illinois
Smyrna,20,33.8839926,-84.51437609999999,53438,Georgia
Twin Falls,31.5,42.5629668,-114.4608711,45981,Idaho
Pflugerville,123.4,30.4393696,-97.62000429999999,53752,Texas
Brentwood,51.9,36.0331164,-86.78277720000001,40021,Tennessee
Littleton,9.4,39.613321,-105.0166498,44275,Colorado
Los Angeles,4.8,34.0522342,-118.2436849,3884307,California
Atlanta,6.2,33.7489954,-84.3879824,447841,Georgia
Richland,34.6,46.2856907,-119.2844621,52413,Washington
Independence,3.2,39.0911161,-94.41550679999999,117240,Missouri
Fargo,24.9,46.8771863,-96.7898034,113658,North Dakota
Decatur,-8.7,39.8403147,-88.9548001,74710,Illinois
Eau Claire,8.7,44.811349,-91.4984941,67545,Wisconsin
Spokane,7,47.6587802,-117.4260466,210721,Washington
Kent,54.3,47.3809335,-122.2348431,124435,Washington
Minneapolis,4.5,44.977753,-93.2650108,400070,Minnesota
Durham,29.9,35.9940329,-78.898619,245475,North Carolina
Rockville,34,39.0839973,-77.1527578,64072,Maryland
Fort Collins,26.6,40.5852602,-105.084423,152061,Colorado
Alexandria,4.1,31.3112936,-92.4451371,48426,Louisiana
Scottsdale,11,33.4941704,-111.9260519,226918,Arizona
St. Petersburg,0.3,27.773056,-82.64,249688,Florida
Kissimmee,32.6,28.2919557,-81.40757099999999,65173,Florida
Missouri City,31.1,29.6185669,-95.5377215,70185,Texas
Pensacola,-6,30.42130899999999,-87.2169149,52703,Florida
Cheyenne,16.9,41.1399814,-104.8202462,62448,Wyoming
Mission Viejo,2.9,33.6000232,-117.6719953,96346,California
Niagara Falls,-10.8,43.0962143,-79.0377388,49468,New York
St. Cloud,10.9,45.5579451,-94.16324039999999,66297,Minnesota
Canton,-10.3,40.79894729999999,-81.378447,72535,Ohio
Greenfield,4.8,42.9614039,-88.0125865,37159,Wisconsin
Loveland,37.4,40.3977612,-105.0749801,71334,Colorado
Napa,8.4,38.2975381,-122.286865,79068,California
Carlsbad,39.7,33.1580933,-117.3505939,110972,California
Lansing,-4.4,42.732535,-84.5555347,113972,Michigan
Bonita Springs,43.8,26.339806,-81.7786972,47547,Florida
Dearborn,-2,42.3222599,-83.17631449999999,95884,Michigan
Stillwater,20.1,36.1156071,-97.0583681,47186,Oklahoma
Roanoke,3.8,37.2709704,-79.9414266,98465,Virginia
Clarksville,36.9,36.5297706,-87.3594528,142357,Tennessee
Fort Wayne,1,41.079273,-85.1393513,256496,Indiana
Visalia,33.6,36.3302284,-119.2920585,127763,California
Birmingham,-12.3,33.5206608,-86.80248999999999,212113,Alabama
Rancho Santa Margarita,4.6,33.640855,-117.603104,49228,California
Weston,34.5,26.1003654,-80.3997748,68388,Florida
Parker,96.4,39.5186002,-104.7613633,48608,Colorado
Plymouth,12,45.0105194,-93.4555093,73987,Minnesota
Waterloo,-0.5,42.492786,-92.34257749999999,68366,Iowa
Apple Valley,9.2,44.7319094,-93.21772000000001,50201,Minnesota
Nashville-Davidson,16.2,36.1626638,-86.7816016,634464,Tennessee
McKinney,165.3,33.1972465,-96.6397822,148559,Texas
Marietta,-3.8,33.95260200000001,-84.5499327,59089,Georgia
Alexandria,15,38.8048355,-77.0469214,148892,Virginia
Rock Hill,36,34.9248667,-81.02507840000001,69103,South Carolina
Murfreesboro,65.1,35.8456213,-86.39027,117044,Tennessee
Greenville,8.2,34.85261759999999,-82.3940104,61397,South Carolina
Shakopee,85.7,44.7973962,-93.5272861,39167,Minnesota
Louisville/Jefferson County,10,38.2526647,-85.7584557,609893,Kentucky
Raleigh,48.7,35.7795897,-78.6381787,431746,North Carolina
Bountiful,3.9,40.8893895,-111.880771,43023,Utah
Frederick,25.9,39.41426879999999,-77.4105409,66893,Maryland
Little Rock,7.6,34.7464809,-92.28959479999999,197357,Arkansas
Cleveland Heights,-10.3,41.5200518,-81.556235,45394,Ohio
Rosemead,1.7,34.0805651,-118.072846,54561,California
Duncanville,9.7,32.6518004,-96.9083366,39605,Texas
Chino,15.6,34.0122346,-117.688944,80988,California
Portland,15,45.5230622,-122.6764816,609456,Oregon
El Centro,13.7,32.792,-115.5630514,43363,California
Inglewood,-1,33.9616801,-118.3531311,111542,California
Carrollton,14.9,32.9756415,-96.8899636,126700,Texas
Johnson City,16.2,36.3134397,-82.3534727,65123,Tennessee
Madera,44.4,36.9613356,-120.0607176,63105,California
Fond du Lac,1.7,43.7730448,-88.4470508,42970,Wisconsin
Moorhead,21.3,46.8737648,-96.76780389999999,39398,Minnesota
Middletown,-5.7,39.5150576,-84.39827629999999,48630,Ohio
Carpentersville,22.8,42.1211364,-88.2578582,38241,Illinois
Tuscaloosa,21.1,33.2098407,-87.56917349999999,95334,Alabama
Hoover,32.7,33.4053867,-86.8113781,84126,Alabama
Plainfield,203.6,41.632223,-88.2120315,41734,Illinois
San Bernardino,13,34.1083449,-117.2897652,213708,California
Norfolk,5,36.8507689,-76.28587259999999,246139,Virginia
Cicero,-1.6,41.8455877,-87.7539448,84103,Illinois
Round Rock,81,30.5082551,-97.678896,109821,Texas
Manassas,19.5,38.7509488,-77.47526669999999,41705,Virginia
Kenner,-4.8,29.9940924,-90.2417434,66975,Louisiana
Seattle,15.6,47.6062095,-122.3320708,652405,Washington
Pontiac,-11.4,42.6389216,-83.29104679999999,59887,Michigan
DeKalb,11.8,41.9294736,-88.75036469999999,43849,Illinois
Port Arthur,-6,29.8849504,-93.93994699999999,54135,Texas
Albany,25.5,44.6365107,-123.1059282,51583,Oregon
Cedar Park,134.3,30.505198,-97.8202888,61238,Texas
Holyoke,0.9,42.2042586,-72.6162009,40249,Massachusetts
Citrus Heights,-0.1,38.7071247,-121.2810611,85285,California
Austin,31.7,30.267153,-97.7430608,885400,Texas
Beaverton,17,45.48706199999999,-122.8037102,93542,Oregon
Lafayette,11,30.2240897,-92.0198427,124276,Louisiana
Huntsville,16.3,34.7303688,-86.5861037,186254,Alabama
Mount Vernon,-0.2,40.9125992,-73.8370786,68224,New York
San Rafael,5,37.9735346,-122.5310874,58994,California
Weslaco,28.8,26.1595194,-97.9908366,37093,Texas
Lombard,2.9,41.8800296,-88.00784349999999,43907,Illinois
Jersey City,7.2,40.72815749999999,-74.0776417,257342,New Jersey
Greenacres,35.5,26.6276276,-80.1353896,38696,Florida
Bremerton,4.9,47.5673202,-122.6329356,39056,Washington
Danville,-11,36.5859718,-79.39502279999999,42907,Virginia
Bayonne,5.1,40.6687141,-74.1143091,65028,New Jersey
Santa Clara,17.4,37.3541079,-121.9552356,120245,California
Glendale,0.3,34.1425078,-118.255075,196021,California
Madison,15.8,43.0730517,-89.4012302,243344,Wisconsin
Gilroy,23.9,37.0057816,-121.5682751,51701,California
Dubuque,0.9,42.5005583,-90.66457179999999,58253,Iowa
New Orleans,-21.6,29.95106579999999,-90.0715323,378715,Louisiana
Salem,5.1,42.51954,-70.8967155,42544,Massachusetts
Enid,8.1,36.3955891,-97.8783911,50725,Oklahoma
Ogden,8.6,41.223,-111.9738304,84249,Utah
Coconut Creek,28.4,26.2517482,-80.17893509999999,56792,Florida
Margate,2.7,26.2445263,-80.206436,55456,Florida
Torrance,6.6,33.8358492,-118.3406288,147478,California
Strongsville,1.9,41.3144966,-81.83569,44730,Ohio
Rockwall,117.2,32.93123360000001,-96.4597089,40922,Texas
San Marcos,48.5,29.8832749,-97.9413941,54076,Texas
Union City,7.4,37.5933918,-122.0438298,72528,California
Toledo,-10,41.6639383,-83.55521200000001,282313,Ohio
Stanton,2.8,33.8025155,-117.9931165,38623,California
Temecula,55.4,33.4936391,-117.1483648,106780,California
Spanish Fork,78.1,40.114955,-111.654923,36956,Utah
Jacksonville,5,34.7540524,-77.4302414,69079,North Carolina
Puyallup,11.8,47.1853785,-122.2928974,38609,Washington
Virginia Beach,5.1,36.8529263,-75.97798499999999,448479,Virginia
Farmington,18.1,36.72805830000001,-108.2186856,45426,New Mexico
West Allis,-0.6,43.0166806,-88.0070315,60697,Wisconsin
Rancho Cordova,26.4,38.5890723,-121.302728,67911,California
Revere,13.4,42.4084302,-71.0119948,53756,Massachusetts
Wheeling,4.8,42.1391927,-87.9289591,38015,Illinois
Franklin,48.5,35.9250637,-86.8688899,68886,Tennessee
Iowa City,13.8,41.6611277,-91.5301683,71591,Iowa
Wellington,55,26.6617635,-80.2683571,60202,Florida
Marlborough,7.6,42.3459271,-71.5522874,39414,Massachusetts
Pharr,55.7,26.1947962,-98.1836216,73790,Texas
Kokomo,21.3,40.486427,-86.13360329999999,56895,Indiana
Kenosha,9.5,42.5847425,-87.82118539999999,99889,Wisconsin
