696129315,09/30/2016,22:30:00,09/30/2016,22:50:00,09/30/2016,578,HARRASSMENT 2,638,HARASSMENT:SUBD 3:4:5,COMPLETED,VIOLATION,N.Y. POLICE DEPT,STATEN ISLAND,121,FRONT OF,RESIDENCE-HOUSE,,,942367,146703,40.569251021,-74.150754915,(40.569251021: -74.150754915)
883263233,09/30/2016,21:55:00,09/30/2016,22:05:00,09/30/2016,344,ASSAULT 3 & RELATED OFFENSES,101,ASSAULT 3,COMPLETED,MISDEMEANOR,N.Y. HOUSING POLICE,STATEN ISLAND,121,INSIDE,RESIDENCE - PUBLIC HOUSING,,MARINER'S HARBOR,938947,168933,40.630250957,-74.163213908,(40.630250957: -74.163213908)
718667775,09/30/2016,21:00:00,09/30/2016,22:17:00,09/30/2016,341,PETIT LARCENY,333,LARCENY:PETIT FROM STORE-SHOPL,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,STATEN ISLAND,121,INSIDE,GROCERY/BODEGA,,,942825,166367,40.623226819,-74.149226973,(40.623226819: -74.149226973)
240376151,09/30/2016,20:20:00,09/30/2016,20:30:00,09/30/2016,578,HARRASSMENT 2,637,HARASSMENT:SUBD 1:CIVILIAN,COMPLETED,VIOLATION,N.Y. HOUSING POLICE,STATEN ISLAND,121,INSIDE,RESIDENCE - PUBLIC HOUSING,,MARINER'S HARBOR,939367,169549,40.631943881,-74.161704881,(40.631943881: -74.161704881)
516476051,09/30/2016,20:00:00,09/30/2016,20:06:00,09/30/2016,341,PETIT LARCENY,333,LARCENY:PETIT FROM STORE-SHOPL,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,STATEN ISLAND,120,INSIDE,LIQUOR STORE,,,955052,169049,40.630637077,-74.10519323,(40.630637077: -74.10519323)
197951514,09/30/2016,19:30:00,09/30/2016,19:31:00,09/30/2016,348,VEHICLE AND TRAFFIC LAWS,916,LEAVING SCENE-ACCIDENT-PERSONA,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,STATEN ISLAND,122,,STREET,,,958816,155124,40.592427438,-74.091580207,(40.592427438: -74.091580207)
454877141,09/30/2016,19:20:00,09/30/2016,19:30:00,09/30/2016,578,HARRASSMENT 2,638,HARASSMENT:SUBD 3:4:5,COMPLETED,VIOLATION,N.Y. POLICE DEPT,STATEN ISLAND,121,FRONT OF,RESIDENCE-HOUSE,,,938638,171465,40.637199163,-74.16434425,(40.637199163: -74.16434425)
219344895,09/30/2016,18:50:00,09/30/2016,19:00:00,09/30/2016,348,VEHICLE AND TRAFFIC LAWS,916,LEAVING SCENE-ACCIDENT-PERSONA,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,STATEN ISLAND,120,,STREET,,,950529,161602,40.610180565,-74.121451048,(40.610180565: -74.121451048)
691839469,09/30/2016,18:20:00,09/30/2016,18:30:00,09/30/2016,578,HARRASSMENT 2,637,HARASSMENT:SUBD 1:CIVILIAN,COMPLETED,VIOLATION,N.Y. POLICE DEPT,STATEN ISLAND,121,INSIDE,CHAIN STORE,,,937325,151467,40.582301992,-74.168936095,(40.582301992: -74.168936095)
216401278,09/30/2016,17:45:00,09/30/2016,17:55:00,09/30/2016,578,HARRASSMENT 2,638,HARASSMENT:SUBD 3:4:5,COMPLETED,VIOLATION,N.Y. POLICE DEPT,STATEN ISLAND,121,INSIDE,RESIDENCE-HOUSE,,,940693,156276,40.595518908,-74.156841986,(40.595518908: -74.156841986)
246901397,09/30/2016,17:00:00,09/30/2016,17:05:00,09/30/2016,578,HARRASSMENT 2,638,HARASSMENT:SUBD 3:4:5,COMPLETED,VIOLATION,N.Y. POLICE DEPT,STATEN ISLAND,122,,STREET,,,951919,144748,40.563924906,-74.116364189,(40.563924906: -74.116364189)
