354410612,09/30/2016,16:20:00,09/30/2016,16:29:00,09/30/2016,117,DANGEROUS DRUGS,507,CONTROLLED SUBSTANCE: POSSESSI,COMPLETED,FELONY,N.Y. POLICE DEPT,STATEN ISLAND,122,FRONT OF,BRIDGE,,,954801,148466,40.574140128,-74.106007765,(40.574140128: -74.106007765)
664437295,09/29/2016,21:35:00,09/29/2016,21:42:00,09/29/2016,117,DANGEROUS DRUGS,501,CONTROLLED SUBSTANCE:POSSESS.,COMPLETED,FELONY,N.Y. POLICE DEPT,STATEN ISLAND,123,,STREET,,,928673,139652,40.549822166,-74.199986944,(40.549822166: -74.199986944)
655628975,09/29/2016,11:50:00,09/29/2016,11:58:00,09/29/2016,235,DANGEROUS DRUGS,567,MARIJUANA: POSSESSION 4 & 5,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,STATEN ISLAND,123,,STREET,,,931051,131931,40.5286441,-74.191369398,(40.5286441: -74.191369398)
119051396,09/28/2016,23:50:00,09/28/2016,23:52:00,09/29/2016,235,DANGEROUS DRUGS,511,CONTROLLED SUBSTANCE: POSSESSI,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,STATEN ISLAND,120,,STREET,,,960037,162733,40.61331601,-74.087211102,(40.61331601: -74.087211102)
481551353,09/28/2016,20:51:00,09/28/2016,20:52:00,09/28/2016,235,DANGEROUS DRUGS,511,CONTROLLED SUBSTANCE: POSSESSI,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,STATEN ISLAND,120,,STREET,,,960187,170466,40.634541878,-74.086698405,(40.634541878: -74.086698405)
230472701,09/27/2016,21:15:00,09/27/2016,21:18:00,09/27/2016,235,DANGEROUS DRUGS,567,MARIJUANA: POSSESSION 4 & 5,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,STATEN ISLAND,123,REAR OF,PARKING LOT/GARAGE (PUBLIC),,,929984,143714,40.560979671,-74.195302111,(40.560979671: -74.195302111)
451821893,09/26/2016,13:55:00,09/26/2016,14:13:00,09/26/2016,235,DANGEROUS DRUGS,511,CONTROLLED SUBSTANCE: POSSESSI,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,STATEN ISLAND,120,,STREET,,,963152,171634,40.637755348,-74.076019417,(40.637755348: -74.076019417)
358860450,09/26/2016,11:42:00,,,09/26/2016,235,DANGEROUS DRUGS,511,CONTROLLED SUBSTANCE: POSSESSI,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,STATEN ISLAND,120,,STREET,,,951670,170790,40.635403956,-74.117385971,(40.635403956: -74.117385971)
198107329,09/26/2016,08:00:00,09/26/2016,09:00:00,09/26/2016,235,DANGEROUS DRUGS,511,CONTROLLED SUBSTANCE: POSSESSI,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,STATEN ISLAND,120,INSIDE,RESIDENCE - APT. HOUSE,,,963253,172121,40.639092299,-74.075657021,(40.639092299: -74.075657021)
367010244,09/25/2016,14:50:00,09/25/2016,15:27:00,09/25/2016,235,DANGEROUS DRUGS,567,MARIJUANA: POSSESSION 4 & 5,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,STATEN ISLAND,120,,PARK/PLAYGROUND,,,951625,171358,40.636962828,-74.11755085,(40.636962828: -74.11755085)
556935126,09/25/2016,00:45:00,09/25/2016,00:55:00,09/25/2016,117,DANGEROUS DRUGS,521,CONTROLLED SUBSTANCE: SALE 5,COMPLETED,FELONY,N.Y. POLICE DEPT,STATEN ISLAND,120,FRONT OF,STREET,,,960832,163500,40.615423403,-74.084350357,(40.615423403: -74.084350357)
110158368,09/24/2016,12:45:00,09/24/2016,13:00:00,09/24/2016,235,DANGEROUS DRUGS,511,CONTROLLED SUBSTANCE: POSSESSI,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,STATEN ISLAND,123,OPPOSITE OF,STREET,,,928472,130577,40.52491179,-74.200635415,(40.52491179: -74.200635415)
776701709,09/24/2016,11:40:00,09/24/2016,11:45:00,09/24/2016,235,DANGEROUS DRUGS,511,CONTROLLED SUBSTANCE: POSSESSI,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,STATEN ISLAND,123,,STREET,,,929440,128470,40.51913451,-74.197136465,(40.51913451: -74.197136465)
972770599,09/24/2016,02:00:00,09/24/2016,02:10:00,09/24/2016,235,DANGEROUS DRUGS,511,CONTROLLED SUBSTANCE: POSSESSI,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,STATEN ISLAND,121,,STREET,,,946471,165713,40.621448025,-74.136089327,(40.621448025: -74.136089327)
403391235,09/23/2016,22:22:00,,,09/23/2016,235,DANGEROUS DRUGS,567,MARIJUANA: POSSESSION 4 & 5,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,STATEN ISLAND,123,,STREET,,,926744,132960,40.531441634,-74.206871268,(40.531441634: -74.206871268)
292734547,09/23/2016,14:48:00,09/23/2016,14:51:00,09/23/2016,235,DANGEROUS DRUGS,567,MARIJUANA: POSSESSION 4 & 5,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,STATEN ISLAND,120,FRONT OF,STREET,,,951126,170054,40.633381776,-74.119342367,(40.633381776: -74.119342367)
894097253,09/23/2016,14:25:00,09/23/2016,14:39:00,09/23/2016,117,DANGEROUS DRUGS,503,CONTROLLED SUBSTANCE:INTENT TO,COMPLETED,FELONY,N.Y. POLICE DEPT,STATEN ISLAND,123,,STREET,,,914803,125922,40.512038254,-74.249754952,(40.512038254: -74.249754952)
646189828,09/23/2016,12:56:00,09/23/2016,13:05:00,09/23/2016,235,DANGEROUS DRUGS,511,CONTROLLED SUBSTANCE: POSSESSI,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,STATEN ISLAND,123,,STREET,,,932979,130456,40.524606859,-74.184422829,(40.524606859: -74.184422829)
289031825,09/23/2016,12:15:00,,,09/23/2016,235,DANGEROUS DRUGS,567,MARIJUANA: POSSESSION 4 & 5,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,STATEN ISLAND,120,OPPOSITE OF,RESIDENCE - PUBLIC HOUSING,,WEST BRIGHTON I,951637,171142,40.636369999,-74.11750657,(40.636369999: -74.11750657)
